V1,V2,V3,V4,V5,V6
0.731446550207426,2.35238632780181e-151,0.041181498740566,0.0030417145262231,0.0178809972306759,0.206449239295109
0.248851982269335,0.0748307869768458,0.12109475714999,0.555222473603829,0,0
0.0487549330281273,0.126501364559061,0.0516462252231023,0.773097477189709,0,0
0.0885964257608408,0.0409071780185622,0.00168469986466429,0.868811696355933,0,0
0.129446394179072,0.274778483095487,0.152845244882966,0.442929877842476,0,0
